State,City,Population,Total law enforcement employees,Total officers,Total civilians,,,,
,West Mead Township,"5,075",2,2,0,,,,
,West Mifflin,"20,648",44,38,6,,,,
,West Norriton Township,"14,533",32,28,4,,,,
,West Penn Township,"4,350",3,3,0,,,,
,West Pikeland Township,"4,069",4,4,0,,,,
,West Pike Run,"1,834",1,1,0,,,,
,West Pittston,"4,913",4,4,0,,,,
,West Pottsgrove Township,"3,777",10,9,1,,,,
,West Reading,"4,050",17,15,2,,,,
,West Sadsbury Township,"2,501",4,3,1,,,,
,West Salem Township,"3,334",10,9,1,,,,
,West Shore Regional,"6,621",11,9,2,,,,
,Westtown-East Goshen Regional,"31,632",34,32,2,,,,
,West View,"6,669",12,8,4,,,,
,West Vincent Township,"4,251",4,4,0,,,,
,West Whiteland Township,"18,190",30,28,2,,,,
,West Wyoming,"2,689",2,2,0,,,,
,West York,"4,210",9,9,0,,,,
,Whitehall,"13,379",25,20,5,,,,
,Whitehall Township,"27,037",59,52,7,,,,
,White Haven Borough,"1,144",2,2,0,,,,
,Whitemarsh Township,"17,634",40,33,7,,,,
,White Oak,"7,995",12,11,1,,,,
,White Township,"1,309",4,4,0,,,,
,Whitpain Township,"18,800",40,32,8,,,,
,Wiconisco Township,"1,106",1,1,0,,,,
,Wilkes-Barre,"40,976",96,87,9,,,,
,Wilkinsburg,"17,504",27,24,3,,,,
,Wilkins Township,"6,298",12,12,0,,,,
,Williamsburg,"1,251",2,2,0,,,,
,Williamsport,"29,380",57,53,4,,,,
,Willistown Township,"10,755",19,17,2,,,,
,Wilson,"7,647",9,8,1,,,,
,Windber,"4,025",3,2,1,,,,
,Wrightsville,"2,260",4,3,1,,,,
,Wyoming,"3,003",5,5,0,,,,
,Wyomissing,"10,448",29,23,6,,,,
,Yeadon,"11,385",16,14,2,,,,
,York,"40,221",116,101,15,,,,
,York Area Regional,"58,148",55,50,5,,,,
,Youngsville,"1,666",2,2,0,,,,
,Zelienople,"3,926",10,9,1,,,,
RHODE ISLAND,Barrington,"16,272",30,23,7,,,,
,Bristol,"22,387",47,37,10,,,,
,Burrillville,"16,465",34,26,8,,,,
,Central Falls,"18,667",53,43,10,,,,
,Charlestown,"8,087",25,20,5,,,,
,Coventry,"34,342",74,60,14,,,,
,Cranston,"79,987",177,144,33,,,,
,Cumberland,"34,359",59,48,11,,,,
,East Greenwich,"13,294",42,34,8,,,,
,East Providence,"48,413",117,98,19,,,,
,Foster,"4,505",12,8,4,,,,
,Glocester,"10,528",19,14,5,,,,
,Hopkinton,"7,961",20,15,5,,,,
,Jamestown,"5,458",21,15,6,,,,
,Johnston,"28,515",92,75,17,,,,
,Lincoln,"22,075",42,35,7,,,,
,Little Compton,"3,500",15,11,4,,,,
,Middletown,"16,004",35,31,4,,,,
,Narragansett,"16,399",55,41,14,,,,
,Newport,"25,030",107,85,22,,,,
,New Shoreham,"1,014",9,5,4,,,,
,North Kingstown,"26,547",60,49,11,,,,
,North Providence,"32,689",91,71,20,,,,
,North Smithfield,"11,292",24,21,3,,,,
,Pawtucket,"71,712",195,154,41,,,,
,Portsmouth,"16,879",36,34,2,,,,
,Providence,"170,965",581,484,97,,,,
,Richmond,"7,652",18,13,5,,,,
,Scituate,"10,853",21,14,7,,,,
,Smithfield,"21,198",53,40,13,,,,
,South Kingstown,"29,218",74,55,19,,,,
,Tiverton,"14,935",38,27,11,,,,
,Warren,"10,965",28,22,6,,,,
,Warwick,"84,326",227,176,51,,,,
,Westerly,"23,276",64,51,13,,,,
,West Greenwich,"6,527",18,11,7,,,,
,West Warwick,"29,029",70,57,13,,,,
,Woonsocket,"43,301",116,99,17,,,,
SOUTH CAROLINA,Abbeville,"5,529",24,20,4,,,,
,Aiken,"29,630",110,86,24,,,,
,Allendale,"3,664",13,11,2,,,,
,Anderson,"26,498",121,93,28,,,,
,Andrews,"2,940",9,8,1,,,,
,Atlantic Beach,395,5,5,0,,,,
,Aynor,588,9,7,2,,,,
,Bamberg,"3,432",12,10,2,,,,
,Barnwell,"4,785",18,16,2,,,,
,Batesburg-Leesville,"5,545",25,20,5,,,,
,Beaufort,"11,772",51,46,5,,,,
,Belton,"4,639",14,13,1,,,,
,Bennettsville,"8,854",37,34,3,,,,
,Bethune,369,1,1,0,,,,
,Bishopville,"3,918",17,15,2,,,,
,Blacksburg,"1,900",12,11,1,,,,
,Blackville,"2,841",9,7,2,,,,
,Bluffton,"4,386",38,35,3,,,,
,Bonneau,348,3,3,0,,,,
,Bowman,"1,144",1,1,0,,,,
,Branchville,"1,034",3,2,1,,,,
,Brunson,573,3,3,0,,,,
,Burnettown,"2,658",2,2,0,,,,
,Calhoun Falls,"2,178",8,8,0,,,,
,Camden,"7,073",30,26,4,,,,
,Cameron,411,1,1,0,,,,
,Campobello,596,11,10,1,,,,
,Cayce,"12,605",74,61,13,,,,
,Central,"4,147",11,10,1,,,,
,Chapin,704,8,6,2,,,,
,Charleston,"111,645",514,381,133,,,,
,Cheraw,"5,397",29,23,6,,,,
,Chesnee,"1,069",5,5,0,,,,
,Chester,"5,988",27,27,0,,,,
,Chesterfield,"1,308",5,4,1,,,,
,Clemson,"12,941",34,25,9,,,,
,Clinton,"8,930",35,30,5,,,,
,Clio,727,3,3,0,,,,
,Clover,"4,772",20,16,4,,,,
,Columbia,"125,485",364,327,37,,,,
,Conway,"15,306",61,46,15,,,,
,Cottageville,680,6,4,2,,,,
,Coward,676,2,2,0,,,,
,Cowpens,"2,391",6,6,0,,,,
,Darlington,"6,598",29,26,3,,,,
,Denmark,"3,002",12,10,2,,,,
,Dillon,"6,333",28,24,4,,,,
,Due West,"1,269",6,6,0,,,,
,Duncan,"3,058",14,14,0,,,,
,Easley,"20,286",55,43,12,,,,
,Edgefield,"4,412",8,8,0,,,,
,Edisto Beach,722,7,7,0,,,,
,Ehrhardt,552,7,6,1,,,,
,Elgin,"1,114",8,8,0,,,,
,Elloree,696,3,3,0,,,,
,Estill,"2,332",9,4,5,,,,
,Eutawville,328,4,3,1,,,,
,Fairfax,"3,094",8,7,1,,,,
,Florence,"31,508",122,96,26,,,,
,Folly Beach,"2,359",18,11,7,,,,
,Forest Acres,"9,889",35,28,7,,,,
,Fort Lawn,803,4,4,0,,,,
,Fort Mill,"9,612",38,31,7,,,,
,Fountain Inn,"7,560",32,25,7,,,,
,Gaffney,"12,942",42,38,4,,,,
,Georgetown,"8,470",44,33,11,,,,
,Goose Creek,"37,227",82,60,22,,,,
,Great Falls,"2,023",5,4,1,,,,
,Greeleyville,397,2,2,0,,,,
,Greenville,"59,038",225,178,47,,,,
,Greenwood,"22,399",57,49,8,,,,
,Greer,"24,220",73,56,17,,,,
,Hampton,"2,766",11,11,0,,,,
,Hanahan,"15,950",39,31,8,,,,
,Hardeeville,"1,947",19,17,2,,,,
,Harleyville,687,7,7,0,,,,
,Hartsville,"7,419",35,32,3,,,,
,Hemingway,499,5,5,0,,,,
,Holly Hill,"1,344",7,7,0,,,,
,Honea Path,"3,649",13,13,0,,,,
,Inman,"1,963",8,8,0,,,,
,Irmo,"11,584",23,21,2,,,,
,Isle of Palms,"4,686",28,18,10,,,,
,Iva,"1,193",7,5,2,,,,
,Jackson,"1,642",4,4,0,,,,
,Jamestown,100,3,2,1,,,,
,Johnsonville,"1,452",5,4,1,,,,
,Johnston,"2,331",8,8,0,,,,
,Jonesville,893,4,4,0,,,,
,Kingstree,"3,243",22,20,2,,,,
,Lake City,"6,689",27,19,8,,,,
,Lake View,784,4,4,0,,,,
,Lamar,987,4,4,0,,,,
,Lancaster,"9,913",46,35,11,,,,
,Landrum,"2,583",10,9,1,,,,
,Lane,517,2,2,0,,,,
,Latta,"1,483",11,10,1,,,,
,Laurens,"9,706",34,29,5,,,,
,Lexington,"15,673",45,41,4,,,,
,Liberty,"3,057",17,11,6,,,,
,Lincolnville,837,1,1,0,,,,
,Loris,"2,330",14,10,4,,,,
,Lyman,"2,842",8,7,1,,,,
,Lynchburg,555,3,3,0,,,,
,Manning,"3,937",20,19,1,,,,
,Marion,"6,782",27,24,3,,,,
,Mauldin,"20,891",53,43,10,,,,
,Mayesville,"1,009",2,2,0,,,,
,McBee,704,2,1,1,,,,
,McColl,"2,327",6,6,0,,,,
,McCormick,"2,677",7,7,0,,,,
,Moncks Corner,"6,996",29,26,3,,,,
,Mount Pleasant,"67,027",170,133,37,,,,
,Mullins,"4,689",22,21,1,,,,
,Myrtle Beach,"30,850",243,184,59,,,,
,Newberry,"10,942",33,30,3,,,,
,New Ellenton,"2,231",7,7,0,,,,
,Nichols,394,3,3,0,,,,
,Ninety Six,"1,916",5,5,0,,,,
,North,775,3,3,0,,,,
,North Augusta,"20,616",68,51,17,,,,
,North Charleston,"92,749",404,310,94,,,,
,North Myrtle Beach,"16,073",110,78,32,,,,
,Orangeburg,"12,755",95,68,27,,,,
,Pacolet,"2,790",6,6,0,,,,
,Pageland,"2,509",15,11,4,,,,
,Pamplico,"1,153",4,4,0,,,,
,Pawleys Island,141,6,5,1,,,,
,Pelion,597,3,3,0,,,,
,Pickens,"3,006",14,13,1,,,,
,Pine Ridge,"1,775",3,2,1,,,,
,Port Royal,"10,331",21,20,1,,,,
,Prosperity,"1,060",4,4,0,,,,
,Ridgeland,"2,632",16,15,1,,,,
,Ridgeville,"2,076",2,2,0,,,,
,Rock Hill,"66,906",162,122,40,,,,
,Salem,132,1,1,0,,,,
,Salley,412,1,1,0,,,,
,Saluda,"2,920",12,10,2,,,,
,Santee,712,10,6,4,,,,
,Scranton,996,2,2,0,,,,
,Seneca,"8,154",42,32,10,,,,
,Simpsonville,"17,033",48,38,10,,,,
,Society Hill,683,5,5,0,,,,
,South Congaree,"2,385",7,6,1,,,,
,Spartanburg,"38,726",150,131,19,,,,
,Springdale,"2,916",9,9,0,,,,
,Springfield,481,2,2,0,,,,
,St. George,"2,108",10,10,0,,,,
,St. Matthews,"1,965",6,6,0,,,,
,St. Stephen,"1,756",7,7,0,,,,
,Sullivans Island,"1,874",9,8,1,,,,
,Summerton,"1,023",7,6,1,,,,
,Summerville,"46,405",100,80,20,,,,
,Sumter,"38,547",159,109,50,,,,
,Surfside Beach,"4,782",28,21,7,,,,
,Swansea,790,5,4,1,,,,
,Tega Cay,"4,799",25,19,6,,,,
,Timmonsville,"2,381",8,7,1,,,,
,Travelers Rest,"4,523",21,15,6,,,,
,Turbeville,704,4,3,1,,,,
,Union,"7,999",36,34,2,,,,
,Varnville,"2,051",7,7,0,,,,
,Wagener,874,3,3,0,,,,
,Walhalla,"3,626",16,14,2,,,,
,Walterboro,"5,777",30,23,7,,,,
,Ware Shoals,"2,343",8,7,1,,,,
,Wellford,"2,330",13,11,2,,,,
,West Columbia,"13,983",63,51,12,,,,
,Westminster,"2,658",9,9,0,,,,
,West Pelzer,909,3,3,0,,,,
,West Union,302,1,1,0,,,,
,Whitmire,"1,528",5,4,1,,,,
,Williamston,"3,936",20,16,4,,,,
,Williston,"3,194",9,8,1,,,,
,Winnsboro,"3,545",26,25,1,,,,
,Woodruff,"4,065",15,12,3,,,,
,Yemassee,866,7,7,0,,,,
,York,"7,834",35,28,7,,,,
SOUTH DAKOTA,Aberdeen,"24,382",49,41,8,,,,
,Alcester,893,2,2,0,,,,
,Armour,659,1,1,0,,,,
,Avon,518,1,1,0,,,,
,Belle Fourche,"4,926",10,9,1,,,,
,Beresford,"2,224",8,4,4,,,,
,Box Elder,"3,312",11,9,2,,,,
,Brandon,"7,445",12,11,1,,,,
,Brookings,"19,546",37,28,9,,,,
,Burke,565,1,1,0,,,,
,Canton,"4,275",5,5,0,,,,
,Centerville,843,1,1,0,,,,
,Chamberlain,"2,249",5,5,0,,,,
,Colman,542,1,1,0,,,,
,Corsica,575,1,1,0,,,,
,Deadwood,"1,283",14,11,3,,,,
,Eagle Butte,953,2,2,0,,,,
,Elk Point,"1,911",2,2,0,,,,
,Estelline,662,1,1,0,,,,
,Eureka,927,2,2,0,,,,
,Faith,441,3,2,1,,,,
,Flandreau,"2,250",6,5,1,,,,
,Freeman,"1,182",2,2,0,,,,
,Gettysburg,"1,061",2,2,0,,,,
,Gregory,"1,171",3,3,0,,,,
,Groton,"1,404",3,3,0,,,,
,Highmore,723,1,1,0,,,,
,Hot Springs,"4,040",8,7,1,,,,
,Huron,"10,788",31,24,7,,,,
,Jefferson,596,2,2,0,,,,
,Kadoka,647,1,1,0,,,,
,Kimball,682,1,1,0,,,,
,Lead,"2,874",6,5,1,,,,
,Lemmon,"1,167",3,3,0,,,,
,Lennox,"2,846",3,3,0,,,,
,Leola,382,1,1,0,,,,
,Madison,"6,294",12,11,1,,,,
,Martin,"1,002",2,2,0,,,,
,McIntosh,208,1,1,0,,,,
,McLaughlin,739,2,1,1,,,,
,Menno,664,1,1,0,,,,
,Milbank,"3,191",6,6,0,,,,
,Miller,"1,319",4,4,0,,,,
,Mitchell,"14,861",32,30,2,,,,
,Mobridge,"3,086",13,7,6,,,,
,New Effington,224,1,1,0,,,,
,North Sioux City,"2,549",8,6,2,,,,
,Parkston,"1,489",3,3,0,,,,
,Philip,726,2,2,0,,,,
,Pierre,"14,051",37,25,12,,,,
,Platte,"1,278",2,2,0,,,,
,Rapid City,"64,556",130,106,24,,,,
,Rosholt,428,1,1,0,,,,
,Scotland,792,1,1,0,,,,
,Selby,652,1,1,0,,,,
,Sioux Falls,"155,110",255,217,38,,,,
,Sisseton,"2,447",7,7,0,,,,
,Spearfish,"10,144",27,19,8,,,,
,Springfield,"1,490",2,2,0,,,,
,Sturgis,"5,937",19,16,3,,,,
,Summerset,451,1,1,0,,,,
,Tea,"4,373",5,5,0,,,,
,Timber Lake,424,1,1,0,,,,
,Tripp,633,1,1,0,,,,
,Tyndall,"1,103",2,2,0,,,,
,Vermillion,"10,251",17,16,1,,,,
,Viborg,771,1,1,0,,,,
,Wagner,"1,545",3,3,0,,,,
,Watertown,"20,565",50,36,14,,,,
,Webster,"1,692",5,5,0,,,,
,Whitewood,845,3,3,0,,,,
,Winner,"2,768",9,7,2,,,,
,Worthing,"1,184",1,1,0,,,,
,Yankton,"13,660",37,26,11,,,,
TENNESSEE,Adamsville,"2,118",9,6,3,,,,
,Alamo,"2,317",3,3,0,,,,
,Alcoa,"8,625",48,41,7,,,,
,Alexandria,872,3,3,0,,,,
,Algood,"3,366",11,11,0,,,,
,Ardmore,"1,151",11,7,4,,,,
,Ashland City,"4,658",15,14,1,,,,
,Athens,"14,237",31,29,2,,,,
,Atoka,"7,500",17,16,1,,,,
,Baileyton,494,2,2,0,,,,
,Bartlett,"48,044",140,107,33,,,,
,Baxter,"1,379",4,4,0,,,,
,Bean Station,"3,047",7,7,0,,,,
,Belle Meade,"3,454",20,15,5,,,,
,Bells,"2,252",5,5,0,,,,
,Benton,"1,119",8,7,1,,,,
,Berry Hill,745,17,13,4,,,,
,Bethel Springs,775,1,1,0,,,,
,Big Sandy,511,2,2,0,,,,
,Blaine,"1,757",2,2,0,,,,
,Bluff City,"1,618",8,8,0,,,,
,Bolivar,"5,586",26,21,5,,,,
,Brentwood,"36,341",72,58,14,,,,
,Brighton,"2,672",6,6,0,,,,
,Bristol,"25,485",90,67,23,,,,
,Brownsville,"10,337",36,25,11,,,,
,Bruceton,"1,453",4,4,0,,,,
,Burns,"1,409",2,2,0,,,,
,Calhoun,522,3,3,0,,,,
,Camden,"3,662",20,15,5,,,,
,Carthage,"2,224",11,7,4,,,,
,Caryville,"2,395",6,6,0,,,,
,Celina,"1,345",6,4,2,,,,
,Centerville,"3,998",20,12,8,,,,
,Chapel Hill,"1,317",5,5,0,,,,
,Charleston,666,6,3,3,,,,
,Chattanooga,"171,611",605,431,174,,,,
,Church Hill,"6,771",11,10,1,,,,
,Clarksville,"121,386",284,241,43,,,,
,Cleveland,"39,420",99,88,11,,,,
,Clifton,"2,693",6,6,0,,,,
,Clinton,"9,554",27,25,2,,,,
,Collegedale,"7,599",23,22,1,,,,
,Collierville,"40,001",128,91,37,,,,
,Collinwood,"1,017",3,3,0,,,,
,Columbia,"34,080",91,80,11,,,,
,Cookeville,"29,276",85,64,21,,,,
,Coopertown,"3,356",13,12,1,,,,
,Copperhill,447,4,4,0,,,,
,Cornersville,953,4,4,0,,,,
,Covington,"9,175",31,30,1,,,,
,Cowan,"1,736",6,6,0,,,,
,Cross Plains,"1,647",3,3,0,,,,
,Crossville,"11,563",44,41,3,,,,
,Crump,"1,453",3,2,1,,,,
,Cumberland City,327,3,3,0,,,,
,Dandridge,"2,619",12,11,1,,,,
,Dayton,"6,676",19,17,2,,,,
,Decatur,"1,463",4,4,0,,,,
,Decaturville,822,1,1,0,,,,
,Decherd,"2,135",13,12,1,,,,
,Dickson,"13,861",49,44,5,,,,
,Dover,"1,592",6,6,0,,,,
,Dresden,"2,605",10,9,1,,,,
,Dunlap,"5,046",14,12,2,,,,
,Dyer,"2,397",6,6,0,,,,
,Dyersburg,"17,222",68,58,10,,,,
,East Ridge,"19,630",41,33,8,,,,
,Elizabethton,"13,909",38,34,4,,,,
,Elkton,605,3,2,1,,,,
,Englewood,"1,741",5,5,0,,,,
,Erin,"1,449",6,5,1,,,,
,Erwin,"5,805",13,12,1,,,,
,Estill Springs,"2,265",6,6,0,,,,
,Ethridge,555,1,1,0,,,,
,Etowah,"3,768",17,13,4,,,,
,Fairview,"7,917",19,18,1,,,,
,Fayetteville,"7,102",25,23,2,,,,
,Franklin,"58,997",147,124,23,,,,
,Friendship,594,1,1,0,,,,
,Gainesboro,836,4,4,0,,,,
,Gallatin,"29,507",88,65,23,,,,
,Gallaway,707,4,4,0,,,,
,Gates,847,1,1,0,,,,
,Gatlinburg,"5,755",55,45,10,,,,
,Germantown,"41,160",108,87,21,,,,
,Gibson,399,2,1,1,,,,
,Gleason,"1,387",6,5,1,,,,
,Goodlettsville,"16,781",53,40,13,,,,
,Gordonsville,"1,316",5,5,0,,,,
,Grand Junction,307,1,1,0,,,,
,Graysville,"1,427",5,5,0,,,,
,Greenbrier,"6,575",14,12,2,,,,
,Greeneville,"15,453",46,44,2,,,,
,Greenfield,"2,019",8,7,1,,,,
,Halls,"2,181",8,8,0,,,,
,Harriman,"6,659",21,20,1,,,,
,Henderson,"6,374",17,16,1,,,,
,Hendersonville,"47,819",112,81,31,,,,
,Henning,"1,276",4,4,0,,,,
,Henry,548,2,2,0,,,,
,Hohenwald,"3,822",13,12,1,,,,
,Hollow Rock,938,2,2,0,,,,
,Hornbeak,418,1,1,0,,,,
,Humboldt,"9,072",31,25,6,,,,
,Huntingdon,"4,132",16,12,4,,,,
,Huntland,870,4,4,0,,,,
,Jacksboro,"2,054",6,6,0,,,,
,Jackson,"63,620",246,207,39,,,,
,Jamestown,"1,899",9,9,0,,,,
,Jasper,"3,107",8,8,0,,,,
,Jefferson City,"8,127",21,19,2,,,,
,Jellico,"2,528",9,6,3,,,,
,Johnson City,"61,690",179,150,29,,,,
,Jonesborough,"5,165",21,16,5,,,,
,Kenton,"1,294",5,5,0,,,,
,Kimball,"1,399",9,9,0,,,,
,Kingsport,"44,350",154,111,43,,,,
,Kingston,"5,557",13,12,1,,,,
,Kingston Springs,"2,941",5,5,0,,,,
,Knoxville,"184,559",471,375,96,,,,
,Lafayette,"4,383",30,15,15,,,,
,La Follette,"8,195",28,21,7,,,,
,Lake City,"1,837",10,7,3,,,,
,Lakewood,"2,594",4,4,0,,,,
,La Vergne,"30,638",61,45,16,,,,
,Lawrenceburg,"10,784",38,32,6,,,,
,Lebanon,"24,599",87,71,16,,,,
,Lenoir City,"7,978",24,23,1,,,,
,Lewisburg,"10,888",42,32,10,,,,
,Lexington,"7,851",31,26,5,,,,
,Livingston,"3,553",20,14,6,,,,
,Lookout Mountain,"1,863",22,16,6,,,,
,Loretto,"1,706",3,3,0,,,,
,Loudon,"4,850",16,15,1,,,,
,Madisonville,"4,638",18,15,3,,,,
,Manchester,"9,972",38,32,6,,,,
,Martin,"10,080",36,29,7,,,,
,Maryville,"27,259",59,52,7,,,,
,Mason,"1,216",6,6,0,,,,
,Maynardville,"1,899",3,3,0,,,,
,McEwen,"1,658",5,4,1,,,,
,McKenzie,"5,405",20,15,5,,,,
,McMinnville,"13,251",34,31,3,,,,
,Medina,"2,022",10,10,0,,,,
,Memphis,"672,046","2,523","2,098",425,,,,
,Middleton,614,3,3,0,,,,
,Milan,"7,854",31,25,6,,,,
,Millersville,"6,361",16,12,4,,,,
,Millington,"10,282",51,39,12,,,,
,Minor Hill,447,2,2,0,,,,
,Monteagle,"1,200",13,6,7,,,,
,Monterey,"2,922",7,7,0,,,,
,Morristown,"27,579",93,87,6,,,,
,Moscow,569,5,5,0,,,,
,Mountain City,"2,397",10,10,0,,,,
,Mount Carmel,"5,478",8,7,1,,,,
,Mount Juliet,"21,177",51,40,11,,,,
,Mount Pleasant,"4,401",17,12,5,,,,
,Munford,"6,538",15,14,1,,,,
,Murfreesboro,"102,536",269,221,48,,,,
,Nashville,"602,181","1,555","1,230",325,,,,
,Newbern,"3,140",19,13,6,,,,
,New Hope,"1,036",1,1,0,,,,
,New Johnsonville,"1,964",4,4,0,,,,
,New Market,"1,335",5,4,1,,,,
,Newport,"7,466",31,28,3,,,,
,New Tazewell,"2,874",11,11,0,,,,
,Niota,800,3,3,0,,,,
,Nolensville,"2,662",6,6,0,,,,
,Norris,"1,469",7,7,0,,,,
,Oakland,"4,825",17,15,2,,,,
,Oak Ridge,"27,540",73,57,16,,,,
,Obion,"1,073",3,3,0,,,,
,Oliver Springs,"3,314",14,10,4,,,,
,Oneida,"3,854",19,14,5,,,,
,Paris,"9,941",37,26,11,,,,
,Parsons,"2,353",6,6,0,,,,
,Petersburg,598,3,2,1,,,,
,Pigeon Forge,"6,237",65,53,12,,,,
,Pikeville,"1,899",3,3,0,,,,
,Piperton,"1,207",11,9,2,,,,
,Pittman Center,666,2,2,0,,,,
,Pleasant View,"4,074",5,5,0,,,,
,Portland,"11,321",37,28,9,,,,
,Powells Crossroads,"1,221",1,1,0,,,,
,Pulaski,"7,797",28,25,3,,,,
,Puryear,673,2,2,0,,,,
,Red Bank,"11,512",24,22,2,,,,
,Red Boiling Springs,"1,060",5,5,0,,,,
,Ridgely,"1,521",6,5,1,,,,
,Ridgetop,"1,711",6,6,0,,,,
,Ripley,"7,661",34,25,9,,,,
,Rockwood,"5,575",17,16,1,,,,
,Rogersville,"4,331",19,14,5,,,,
,Rossville,522,5,5,0,,,,
,Rutherford,"1,243",4,4,0,,,,
,Rutledge,"1,286",4,4,0,,,,
,Savannah,"7,293",29,18,11,,,,
,Scotts Hill,911,3,3,0,,,,
,Selmer,"4,684",19,17,2,,,,
,Sevierville,"16,652",70,55,15,,,,
,Sewanee,"2,579",12,8,4,,,,
,Shelbyville,"19,902",50,41,9,,,,
,Signal Mountain,"7,089",16,15,1,,,,
,Smithville,"4,345",12,11,1,,,,
,Smyrna,"37,935",108,79,29,,,,
,Sneedville,"1,320",1,1,0,,,,
,Soddy-Daisy,"12,407",30,24,6,,,,
,Somerville,"2,966",12,12,0,,,,
,South Carthage,"1,315",4,4,0,,,,
,South Fulton,"2,403",7,6,1,,,,
,South Pittsburg,"3,128",12,8,4,,,,
,Sparta,"4,928",17,15,2,,,,
,Spencer,"1,682",3,3,0,,,,
,Spring City,"1,999",7,7,0,,,,
,Springfield,"17,210",53,38,15,,,,
,Spring Hill,"27,290",47,37,10,,,,
,St. Joseph,857,1,1,0,,,,
,Surgoinsville,"1,774",3,2,1,,,,
,Sweetwater,"6,638",20,18,2,,,,
,Tazewell,"2,143",6,6,0,,,,
,Tellico Plains,963,7,6,1,,,,
,Tiptonville,"4,009",6,6,0,,,,
,Townsend,263,4,4,0,,,,
,Tracy City,"1,656",5,5,0,,,,
,Trenton,"4,477",22,16,6,,,,
,Trezevant,885,1,1,0,,,,
,Trimble,720,2,2,0,,,,
,Troy,"1,213",4,4,0,,,,
,Tullahoma,"18,776",42,36,6,,,,
,Tusculum,"2,296",2,2,0,,,,
,Union City,"10,612",43,36,7,,,,
,Vonore,"1,517",11,10,1,,,,
,Wartburg,920,4,4,0,,,,
,Wartrace,580,1,1,0,,,,
,Watertown,"1,410",7,4,3,,,,
,Waverly,"4,172",14,13,1,,,,
,Waynesboro,"2,117",8,7,1,,,,
,Westmoreland,"2,189",10,6,4,,,,
,White Bluff,"2,528",3,3,0,,,,
,White House,"9,973",27,18,9,,,,
,White Pine,"2,101",9,8,1,,,,
,Whiteville,"4,459",10,10,0,,,,
,Whitwell,"1,595",8,5,3,,,,
,Winchester,"7,898",25,23,2,,,,
,Winfield,"1,000",3,3,0,,,,
,Woodbury,"2,555",9,8,1,,,,
TEXAS,Abernathy,"2,746",4,4,0,,,,
,Abilene,"116,267",242,178,64,,,,
,Addison,"13,837",83,63,20,,,,
,Alamo,"16,686",38,28,10,,,,
,Alamo Heights,"7,454",29,20,9,,,,
,Alice,"19,855",44,35,9,,,,
,Allen,"83,242",150,103,47,,,,
,Alpine,"6,227",15,9,6,,,,
,Alto,"1,187",4,4,0,,,,
,Alton,"10,876",16,12,4,,,,
,Alvarado,"4,198",21,15,6,,,,
,Alvin,"22,847",72,49,23,,,,
,Amarillo,"187,674",420,308,112,,,,
,Andrews,"9,708",25,16,9,,,,
,Angleton,"18,703",48,36,12,,,,
,Anna,"1,905",9,9,0,,,,
,Anson,"2,285",4,4,0,,,,
,Anthony,"4,149",11,10,1,,,,
,Anton,"1,128",1,1,0,,,,
,Aransas Pass,"8,957",31,22,9,,,,
,Arcola,"1,256",7,6,1,,,,
,Argyle,"3,548",9,8,1,,,,
,Arlington,"375,836",790,614,176,,,,
,Arp,958,4,4,0,,,,
,Athens,"12,348",32,24,8,,,,
,Atlanta,"5,482",19,15,4,,,,
,Austin,"753,535","2,034","1,466",568,,,,
,Azle,"11,371",31,24,7,,,,
,Baird,"1,668",2,2,0,,,,
,Balch Springs,"20,011",52,35,17,,,,
,Balcones Heights,"2,971",22,18,4,,,,
,Ballinger,"3,720",8,6,2,,,,
,Bangs,"1,591",2,2,0,,,,
,Bastrop,"8,190",24,20,4,,,,
,Bay City,"17,705",48,31,17,,,,
,Bayou Vista,"1,697",5,5,0,,,,
,Baytown,"70,596",185,137,48,,,,
,Beaumont,"109,103",285,244,41,,,,
,Bedford,"49,210",128,76,52,,,,
,Bee Cave,"2,852",17,15,2,,,,
,Beeville,"12,697",23,18,5,,,,
,Bellaire,"18,316",57,42,15,,,,
,Bellmead,"9,593",22,16,6,,,,
,Bellville,"4,448",12,11,1,,,,
,Belton,"17,536",37,28,9,,,,
,Benbrook,"23,017",49,38,11,,,,
,Bertram,"1,405",3,3,0,,,,
,Beverly Hills,"2,049",12,8,4,,,,
,Big Sandy,"1,353",6,6,0,,,,
,Big Spring,"23,952",55,37,18,,,,
,Bishop,"3,132",10,5,5,,,,
,Blanco,"1,604",5,4,1,,,,
,Bloomburg,360,1,1,0,,,,
,Blue Mound,"2,357",13,8,5,,,,
,Boerne,"9,875",45,29,16,,,,
,Bogata,"1,254",3,3,0,,,,
,Bonham,"10,669",26,18,8,,,,
,Borger,"12,744",36,23,13,,,,
,Bovina,"1,721",2,2,0,,,,
,Bowie,"5,565",20,14,6,,,,
,Brady,"5,252",16,9,7,,,,
,Brazoria,"2,988",11,7,4,,,,
,Breckenridge,"5,578",17,12,5,,,,
,Bremond,861,2,2,0,,,,
,Brenham,"15,237",34,30,4,,,,
,Bridge City,"8,550",17,12,5,,,,
,Bridgeport,"6,146",26,16,10,,,,
,Brookshire,"3,955",15,10,5,,,,
,Brookside Village,"2,004",5,5,0,,,,
,Brownfield,"8,947",23,14,9,,,,
,Brownsville,"176,893",306,234,72,,,,
,Brownwood,"19,597",58,37,21,,,,
,Bruceville-Eddy,"1,543",3,3,0,,,,
,Bryan,"72,815",161,124,37,,,,
